sample_id,hostname,instant_offset_sec,last_offset_sec,jitter_sec
120,compute-0-0,0.000168873,+0.000105194,0.000948570
120,compute-0-1,0.000017022,+0.000009696,0.000512911
120,compute-0-2,0.000016386,+0.000007522,0.000331906
120,compute-0-3,0.000030863,+0.000012384,0.000255664
121,compute-0-0,0.000168212,+0.000105194,0.000948570
121,compute-0-1,0.000016735,+0.000009696,0.000512911
121,compute-0-2,0.000016056,+0.000007522,0.000331906
121,compute-0-3,0.000028985,+0.000012384,0.000255664
122,compute-0-0,0.000167544,+0.000105194,0.000948570
122,compute-0-1,0.000016448,+0.000009696,0.000512911
122,compute-0-2,0.000015727,+0.000007522,0.000331906
122,compute-0-3,0.000134825,+0.000109352,0.000244997
123,compute-0-0,0.000166874,+0.000105194,0.000948570
123,compute-0-1,0.000034809,+0.000018904,0.000486627
123,compute-0-2,0.000015400,+0.000007522,0.000331906
123,compute-0-3,0.000108631,+0.000109352,0.000244997
